Sr. No,Section,Function Group,Function Description,Code,Description,Pradhikrut Vibhag,2011-12 Actual Expenditure,2012-13 Actual Expenditure,2013-14 Actual Expenditure,2014-13 Actual Expenditure,2015-16 final,2015-16 municipal commissioner,2015-16 standing committee,2016-17 municipal commissioner,2016-17 standing committee,,,
623,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44535172357,_________ ________ _______ 7 ___________,Zone No. 7,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
624,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44540172307,_________ ________ _______ 8 ______,Zone No. 8,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
625,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44545172357,_________ ________ _______ 9 ______,Zone No. 9,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
626,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44550172307,_________ ________ _______ 10 ________,Zone No. 10,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
627,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44501272307,_________ ________,HEALTH (S),,0.00,2.36,3.71,20.00,5.00,5.00,5.00,20.00,,,
628,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44505172358,_________ ________ _______ 1 __________,Zone No. 1,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
629,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44510172308,_________ ________ _______ 2 ______,Zone No. 2,,0.00,0.37,1.33,2.00,0.50,0.50,0.50,2.00,,,
630,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44515172358,_________ ________ _______ 3 _________,Zone No. 3,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
631,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44520172308,_________ ________ _______ 4 ______,Zone No. 4,,0.00,0.50,1.00,2.00,0.50,0.50,0.50,2.00,,,
632,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44525172358,_________ ________ _______ 5 ________,Zone No. 5,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
633,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44530172308,_________ ________ _______ 6 ________,Zone No. 6,,0.00,1.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
634,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44535172358,_________ ________ _______ 7 ___________,Zone No. 7,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
635,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44540172308,_________ ________ _______ 8 ______,Zone No. 8,,0.00,0.00,0.40,2.00,0.50,0.50,0.50,2.00,,,
636,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44545172358,_________ ________ _______ 9 ______,Zone No. 9,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
637,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44550172308,_________ ________ _______ 10 ________,Zone No. 10,,0.00,0.49,0.98,2.00,0.50,0.50,0.50,2.00,,,
638,A4 Capital Expenditure,4 Sanitation and SWM,Veterinary Services Management ,A44601272408,"_____ ________ ______ _____ ______ ______ (______ _____ ______, ______ _ ___ ______)",HEALTH (S),,19.52,7.41,30.82,25.00,40.00,40.00,25.00,25.00,,,
639,A4 Capital Expenditure,4 Sanitation and SWM,Veterinary Services Management ,A44601072409,________ ____ ______ _______ _______ ____,CATTELE POUND HELTH (S),,0.00,0.00,0.00,100.00,5.00,5.00,5.00,100.00,,,
640,A4 Capital Expenditure,4 Sanitation and SWM,Cattle Pound,A44701072510,________ _______/_______,CATTELE POUND HELTH (S),,0.00,0.00,9.49,25.00,15.00,15.00,5.00,5.00,,,
641,A4 Capital Expenditure,4 Sanitation and SWM,Slaughter House,A44801272611,____ ____ ____ ___ _______ _______  (1) ________ _____ ___ _______ _____________ _________ __. 100 ____ _____ ,P.W.D.,,3.35,0.00,0.86,150.00,5.00,100.00,5.00,150.00,,,
642,A4 Capital Expenditure,5 Public Education,Primary Education,A45202074401,________ _______ ____ ______ _____,EDUCATION DEPT.,,24.30,8.15,0.00,20.00,5.00,5.00,5.00,50.00,,,
643,A4 Capital Expenditure,5 Public Education,Primary Education,A45202072702,"________ ____ _______ _ ________ (_______ ___________ __. _______, ______ _____ _____ _______ ______)",EDUCATION DEPT.,,20.97,6.41,3.28,50.00,5.00,5.00,5.00,200.00,,,
644,A4 Capital Expenditure,5 Public Education,Secondary Education ,A45302074403,________ _______ ____ ______ _____,EDUCATION DEPT.,,22.70,6.63,2.02,10.00,15.00,15.00,10.00,10.00,,,
645,A4 Capital Expenditure,5 Public Education,Secondary Education ,A45402072804,________ ______ _______ _ ________,EDUCATION DEPT.,,0.00,0.00,0.00,50.00,2.00,2.00,2.00,50.00,,,
646,A4 Capital Expenditure,5 Public Education,Public Library,A45600272905,"_______ _____ _______ _ _______ (1) ___ _________ ________ _______ _____ ____ __________ _____________ __. 100 ____ _____ (_______ ___________ __. _______, ______ _____ _____ _______ ______) (2) __. ____ _________ ________ _________ _____________ __. 100 ____ _____",LIBRARY DEPT.,,12.93,9.76,0.37,235.00,15.00,200.00,10.00,250.00,,,
647,A4 Capital Expenditure,5 Public Education,Public Library,A45605172959,_________ ________ _______ 1 __________,Zone No. 1,,0.00,0.00,0.00,3.50,1.50,1.50,1.00,3.50,,,
648,A4 Capital Expenditure,5 Public Education,Public Library,A45610172909,_________ ________ _______ 2 ______,Zone No. 2,,0.00,0.00,0.00,3.50,1.50,1.50,1.00,3.50,,,
649,A4 Capital Expenditure,5 Public Education,Public Library,A45615172959,_________ ________ _______ 3 _________,Zone No. 3,,0.00,0.00,0.00,3.50,1.50,1.50,1.00,3.50,,,
650,A4 Capital Expenditure,5 Public Education,Public Library,A45620172909,_________ ________ _______ 4 ______,Zone No. 4,,0.00,0.00,0.00,3.50,1.50,1.50,1.00,3.50,,,
651,A4 Capital Expenditure,5 Public Education,Public Library,A45625172959,_________ ________ _______ 5 ________,Zone No. 5,,0.00,0.00,0.00,3.50,1.50,1.50,1.00,3.50,,,
652,A4 Capital Expenditure,5 Public Education,Public Library,A45630172909,_________ ________ _______ 6 ________,Zone No. 6,,0.00,0.00,0.00,3.50,1.50,1.50,1.00,3.50,,,
653,A4 Capital Expenditure,5 Public Education,Public Library,A45635172959,_________ ________ _______ 7 ___________,Zone No. 7,,0.00,0.00,0.00,3.50,1.50,1.50,1.00,3.50,,,
654,A4 Capital Expenditure,5 Public Education,Public Library,A45640172909,_________ ________ _______ 8 ______,Zone No. 8,,0.00,0.00,0.00,3.50,1.50,1.50,1.00,3.50,,,
655,A4 Capital Expenditure,5 Public Education,Public Library,A45645172959,_________ ________ _______ 9 ______,Zone No. 9,,0.00,0.00,0.37,3.50,1.50,1.50,1.00,3.50,,,
656,A4 Capital Expenditure,5 Public Education,Public Library,A45650172909,_________ ________ _______ 10 ________,Zone No. 10,,0.00,0.00,0.00,3.50,1.50,1.50,1.00,3.50,,,
657,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45802073006,"__. _______ _____ ______, ____ __________ ________ ______",EDUCATION DEPT.,,0.00,0.00,0.00,10.00,1.00,1.00,1.00,10.00,,,
658,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45802073007,____ _______ _______________ _____________ ______ _ _________/______ _______ __________________ _______ ______ ________ _ ___ _____ø_,EDUCATION DEPT.,,0.00,0.00,0.13,25.00,7.00,7.00,5.00,25.00,,,
659,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45802073008,"____ _____ ______ ______ _______ ____ (__. 50 ____ _____ _______ ___________ __. _______, ______ _____ _____ _______ ______)",EDUCATION DEPT.,,2.27,7.23,14.36,40.00,10.00,10.00,10.00,80.00,,,
660,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45805173060,_________ ________ _______ 1 __________,Zone No. 1,,0.00,0.00,1.87,4.00,1.00,1.00,1.00,3.00,,,
661,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45810173010,_________ ________ _______ 2 ______,Zone No. 2,,0.00,0.98,3.99,4.00,1.00,1.00,1.00,3.00,,,
662,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45815173060,_________ ________ _______ 3 _________,Zone No. 3,,0.00,1.73,0.49,4.00,1.00,1.00,1.00,3.00,,,
663,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45820173010,_________ ________ _______ 4 ______,Zone No. 4,,0.00,0.49,0.90,4.00,1.00,1.00,1.00,3.00,,,
664,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45805173060,_________ ________ _______ 5 ________,Zone No. 5,,0.00,0.00,0.00,4.00,1.00,1.00,1.00,3.00,,,
665,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45830173010,_________ ________ _______ 6 ________,Zone No. 6,,0.00,0.00,0.31,4.00,1.00,1.00,1.00,3.00,,,
666,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45835173060,_________ ________ _______ 7 ___________,Zone No. 7,,0.00,2.38,1.84,4.00,1.00,1.00,1.00,3.00,,,
667,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45840173010,_________ ________ _______ 8 ______,Zone No. 8,,0.00,1.65,3.48,4.00,1.00,1.00,1.00,3.00,,,
668,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45845173060,_________ ________ _______ 9 ______,Zone No. 9,,0.00,0.00,0.50,4.00,1.00,1.00,1.00,3.00,,,
669,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45850173010,_________ ________ _______ 10 ________,Zone No. 10,,0.00,0.00,0.98,4.00,1.00,1.00,1.00,3.00,,,
670,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45802073009,__________ ___________ ______ ________ _________,EDUCATION DEPT.,,0.00,0.00,0.00,250.00,0.00,0.00,0.00,100.00,,,
671,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Parks and Gardens,A46001673101,____ _____ _______/________ _________ ________ (1) _____ ___ ____ _________ ________ __. 50 ____ _____ (2) ____ ___ ____________ __. 20 ____ _____ (3) _________ ___ ____________ __. 20 ____ _____ (4) _________ ____________ __. 25 ____ _____ (5) ______ ___ ____________ __. 25 ____ _____ (6) ________ ____ ___ __ ________ __________ __. 50 ____ _____ (7) ___ _____ ___________ ____________ __. 15 ____ _____ (8) _____ _ ______ ______ _________ _______ _________ _____ __ ________ __________ __. 150 ____ _____ (9) ‘___‘ ________ _________ _______ ______ _____________ __. 25 ____ _____ (11) __________ ____________ __. 25 ____ _____ ,GARDEN DEPT.,,46.85,130.56,97.51,800.00,150.00,450.00,100.00,800.00,,,
672,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Parks and Gardens,A46001673102,______ ______________ ___ ______ _______________ _____ _____,GARDEN DEPT.,,11.27,20.54,21.08,100.00,15.00,25.00,10.00,100.00,,,
673,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Parks and Gardens,A46001973103,__. __________ ___ _______ _ ______ __________ _______ ________,WATER WORKS,,0.00,0.00,0.00,25.00,2.00,2.00,2.00,25.00,,,
674,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Parks and Gardens,A46001371304,__________ _____ _____ _____ ____ ____,P.W.D.,,79.18,48.98,60.08,25.00,25.00,25.00,25.00,25.00,,,
675,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Play Ground,A46102073705,______ _ ______ __________ (_____) _____ _____ __ ____ (1) ____ __________ _ ________ _________ _____ ______ _____ _____ __. 10 ____ _____ (2) _________ ____ ______ _______ ____ ________ ____ __. 30 ____ _____,EDUCATION DEPT.,,0.48,14.10,3.61,50.00,5.00,5.00,5.00,50.00,,,
676,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Play Ground,A46101373206,____ _________ _______,P.W.D.,,2.41,0.00,5.19,50.00,5.00,5.00,5.00,50.00,,,
677,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Play Ground,A46101373207,_____ ________ _____,P.W.D.,,0.00,0.00,0.00,500.00,10.00,10.00,10.00,500.00,,,
678,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Play Ground,A46101373208,______ _____ _____ø_ (1) ________ _____ ________ ______ ______ ___ _____ __________ __. 50 ____ _____ (2) __________ _______ ______ ______ _________ ___ _________ __. 25 ____ _____,P.W.D.,,65.32,63.15,103.59,350.00,75.00,100.00,50.00,350.00,,,
679,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Lakes & River,A46201373309,______ _______ _________ _______ _______,P.W.D.,,0.00,46.91,0.00,50.00,10.00,10.00,10.00,50.00,,,
680,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Lakes & River,A46201373310,____ ____ _ _____ ____,P.W.D.,,0.97,0.00,0.00,10.00,5.00,5.00,5.00,10.00,,,
681,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Lakes & River,A46201373311,_________ ____,P.W.D.,,18.79,1.54,43.09,50.00,5.00,5.00,5.00,50.00,,,
682,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Lakes & River,A46201673312,_______ ____,GARDEN DEPT.,,0.00,0.00,0.00,25.00,5.00,5.00,5.00,25.00,,,
683,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A46701373513,"________ _______ (1) _____ _____ ___________ ________ ____ ____ __. 30 ____ _____ (2) ______ ______, ____ _____ ________ ____ __________ __. 15 ____ _____ (3) ______ _____ _______ ____ (________) (4) __________ _____ _____ _______ ____ (5) _________ __. ________ ______ _____ _____ _______ ________ _____ ____ ______ (6) ______ ___ ________ ______ __________ _____ ____________ __. 5 ____ _____ (7) ________ ______ ________ __________ ________ ______ _____ ____ ______ (8) _____ ________ ______, ________ _______ ___________ __________ __. 10 ____ _____ (9) ________ __. _________ ______, ________ _______ __________ __________ __. 10 ____ _____ (10) __.__. _______ _________ __________ __________ __. 10____ ___ (11) ___ ______ _________, _________ __________ __________ __. 10 ____ _____ (13) _____ _______ ________ _____ ___________ _____ _______ ____",P.W.D.,,0.86,1.00,0.00,6.00,2.00,2.00,2.00,120.00,,,
684,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A46701374614,______ ________ __________,P.W.D.,,3.70,0.49,0.00,20.00,5.00,5.00,5.00,20.00,,,
685,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A46701373515,______ ___ _______ __. _________ _______ _______ ________ __________,P.W.D.,,0.00,0.00,0.99,1.00,1.00,1.00,1.00,15.00,,,
686,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A46701373516,________ ____ ______ _______ ______ _______ _____,P.W.D.,,12.27,0.00,0.00,25.00,2.00,2.00,2.00,30.00,,,
687,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A46701374617,_________ _____ __ ________ ____________ _ __. ________ ______ _____ _________ ________________ ,P.W.D.,,0.00,0.49,0.00,125.00,10.00,80.00,10.00,125.00,,,
688,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A46701373518,___ ____ _____ _____ ______ _______,P.W.D.,,0.00,0.50,13.73,10.00,2.00,2.00,2.00,10.00,,,
689,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A46701373519,1857 _____ __________ _______ 150 ____ ________ ________ ______ ________,P.W.D.,,0.00,13.37,16.66,125.00,5.00,100.00,5.00,125.00,,,
690,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A46701673520,______ _________ _____ _____ ______ _______ ____ _____ ____ ____ _______ _________ ____ _ ____ ______ ______ ________ ____,GARDEN DEPT.,,0.00,0.00,0.00,350.00,25.00,300.00,25.00,350.00,,,
691,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A46701373521,______ ___________ ___________ ______/____________ ______ _____ ______ _______ ______ _______ ____,P.W.D.,,0.00,0.00,24.55,75.00,10.00,10.00,10.00,75.00,,,
692,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Amusement and Recreational Infrastructure ,A46801673622,"____, ________, _______ _____",GARDEN DEPT.,,3.22,6.51,12.93,100.00,15.00,65.00,15.00,100.00,,,
693,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Amusement and Recreational Infrastructure ,A46801373623,"_______ _____ __ _____, _______ _ ___ ______ ____ _______ ____ ________ _____, ___ ___ ______ ____ _____ _______ ____",P.W.D.,,622.77,709.85,0.00,1000.00,500.00,500.00,500.00,1300.00,,,
694,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Amusement and Recreational Infrastructure ,A46802273624,____ ________ ______ _____ ____________ _______ ______/________ ______ _______ ____,SPORT & CULTURAL DEPT.,,33.57,11.66,12.96,75.00,10.00,20.00,10.00,75.00,,,
695,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Lakes & River,A46201960401,"_______ ___, ____, _____ ______ _______",PENCH PROJECT CELL,,0.00,49.33,114.53,450.00,200.00,200.00,500.00,450.00,,,
696,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47001373801,___. ________ _______ ______ _____ _______ _______ ____ _______ _________ ________ ___________,P.W.D.,,3.00,25.02,23.77,75.00,30.00,70.00,25.00,75.00,,,
697,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47001272302,___________ ______/__________ ________,HEALTH (S),,0.00,0.00,0.00,100.00,5.00,5.00,10.00,100.00,,,
698,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47005172361,_________ ________ _______ 1 __________,Zone No. 1,,0.00,0.00,0.00,10.00,0.50,0.50,1.00,10.00,,,
699,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47010172311,_________ ________ _______ 2 ______,Zone No. 2,,0.00,0.00,0.00,10.00,0.50,0.50,1.00,10.00,,,
700,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47015172361,_________ ________ _______ 3 _________,Zone No. 3,,0.00,0.00,0.00,10.00,0.50,0.50,1.00,10.00,,,
701,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47020172311,_________ ________ _______ 4 ______,Zone No. 4,,0.00,0.00,0.00,10.00,0.50,0.50,1.00,10.00,,,
702,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47025172361,_________ ________ _______ 5 ________,Zone No. 5,,0.00,0.00,0.00,10.00,0.50,0.50,1.00,10.00,,,
703,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47030172311,_________ ________ _______ 6 ________,Zone No. 6,,0.00,0.00,0.00,10.00,0.50,0.50,1.00,10.00,,,
704,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47035172361,_________ ________ _______ 7 ___________,Zone No. 7,,0.00,0.00,0.00,10.00,0.50,0.50,1.00,10.00,,,
705,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47040172311,_________ ________ _______ 8 ______,Zone No. 8,,0.00,0.00,0.00,10.00,0.50,0.50,1.00,10.00,,,
706,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47045172361,_________ ________ _______ 9 ______,Zone No. 9,,0.00,0.00,0.00,10.00,0.50,0.50,1.00,10.00,,,
707,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A47050172311,_________ ________ _______ 10 ________,Zone No. 10,,0.00,0.00,0.00,10.00,0.50,0.50,1.00,10.00,,,
708,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,WOMEN & Child Welfare Program,A47002473803,_____ _ ___ _____ (1) _____ _________ ________ _____ __. 30 ____ _____ (2)_____ _______ ______ ____ __. 100 ____ _____ (3) ____ ____ _____ø_______ __. 25 ____ _____ (4) ______ _____ ___________ _____ _____ø____ __________ __. 10 ____ _____ (5) ____ __ ______ ____ ________ ____ _____ __________ __. 45 ____ _____ (5) ____ __ ______ ____ ________ ____ _____ __________ __. 45 ____ _____ ,SOCIAL WELFARE,,30.07,35.57,59.83,250.00,50.00,50.00,100.00,250.00,,,
709,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,WOMEN & Child Welfare Program,A47101171504,________ _________ ______ _____ _ ____ ________ _____/_______ __ ____ _____,HEALTH (M),,0.85,0.37,0.20,25.00,5.00,5.00,5.00,25.00,,,
710,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Welfare of SC/ST/OBC,A47201271305,____ ___________ _____ _______ ___ _______,HEALTH (S),,0.96,0.00,0.00,3.50,1.00,1.00,1.00,3.50,,,
711,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A47501770706,___________ ______ __________ ___ _____,P.W.D. ELECTRICAL,,30.29,22.57,50.96,150.00,50.00,50.00,50.00,150.00,,,
712,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A47500272907,______ ____ _______/_______________,LIBRARY DEPT.,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
713,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A47501374008,____ ________ ____,P.W.D.,,5.29,0.00,0.00,100.00,40.00,40.00,50.00,100.00,,,
714,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A47501374009,______ _____ _______ _______ ________ _____,P.W.D.,,104.14,139.48,186.95,350.00,150.00,150.00,150.00,350.00,,,
715,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A47501374110,__.__.__.__. _____ _____,P.W.D.,,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,,,
716,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A47501370511,__________ _______,P.W.D.,,251.60,343.37,413.86,1000.00,450.00,450.00,450.00,800.00,,,
717,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A47501371912,______ ____ ______,P.W.D.,,42.41,40.94,39.00,500.00,50.00,50.00,50.00,500.00,,,
718,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A47501272313,______________ ____ ______,HEALTH (S),,43.02,52.55,67.60,75.00,50.00,50.00,50.00,75.00,,,
719,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A47502072714,________ ____ ___ _______,EDUCATION DEPT.,,19.12,9.58,15.02,75.00,25.00,25.00,25.00,75.00,,,
720,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A47502072815,________ ____ ___ _______,EDUCATION DEPT.,,0.00,0.00,7.20,25.00,15.00,15.00,15.00,25.00,,,
721,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Urban Poverty Alleviation program,A47701374116,___ ______ _____ _____ (___ _____________ ____ ____ ____ _ ____ ____),P.W.D.,,0.00,0.00,0.00,25.00,1.00,1.00,1.00,25.00,,,
722,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Training Program,A47702474613,____ _____ ___ ______ _________ ____ ______ ______,SOCIAL WELFARE,,0.00,0.00,0.00,5.00,1.00,1.00,1.00,1.00,,,
723,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Housing for Poor,A47601360601,__.__.__.__. _____ ____________ ______ _____,P.W.D.,,846.03,2595.95,4131.28,3500.00,4000.00,3826.00,4000.00,3500.00,,,
724,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Housing for Poor,A47601361302,______ ______ ______ __.__./__.__. _ __ ____________ _____ _____,P.W.D.,,0.00,150.36,564.18,900.00,250.00,250.00,300.00,300.00,,,
725,A4 Capital Expenditure,7 Urban Poverty Alleviation and Social Welfare,Housing for Poor,A47601361403,______ _______ ______ _________ _____ _____ _____,P.W.D.,,0.00,0.00,0.00,5.00,5.00,5.00,5.00,5.00,,,
726,A4 Capital Expenditure,8 Other Services,Capital work for administration computer & other machine purchase,A48200174201,________ ___________ _________ ________ ____,G.A.D.,,312.67,247.25,269.52,300.00,175.00,175.00,200.00,200.00,,,
727,A4 Capital Expenditure,8 Other Services,Other Activities ,A48801374602,  _______ _______  ,P.W.D.,,0.00,0.00,0.00,25.00,1.00,1.00,1.00,15.00,,,
728,A4 Capital Expenditure,9 Revenue and Tax,Property Tax,A49000674201,__ __________ _____________ _____,PROPERTY TAX DEPT.,,0.00,0.00,0.00,10.00,1.00,1.00,1.00,10.00,,,
729,A4 Capital Expenditure,9 Revenue and Tax,L.B.T./Octroi,A49100571302,_________ ________ _______ _ ____ ___ _______,L.B.T./OCTROI DEPT.,,27.58,4.18,0.00,10.00,1.00,1.00,1.00,5.00,,,
730,A4 Capital Expenditure,9 Revenue and Tax,L.B.T./Octroi,A49100574603,______ ________ ______ _ ____ ________,L.B.T./OCTROI DEPT.,,19.25,0.85,2.30,10.00,1.00,1.00,1.00,5.00,,,
731,A4 Capital Expenditure,9 Revenue and Tax,L.B.T./Octroi,A49100574504,____ ____ _____,L.B.T./OCTROI DEPT.,,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,,,
732,A6 Deposit Refund,0 General Administration,Account & Finance,A60200480101,________________ ___ ______ ______,ACCOUNTS AND FINANCE,,801.36,0.08,452.92,400.00,250.00,250.00,250.00,400.00,,,
733,A6 Deposit Refund,0 General Administration,Account & Finance,A60200480502,___ ____ ______,ACCOUNTS AND FINANCE,,191.30,10.50,55.93,50.00,200.00,200.00,200.00,50.00,,,
734,A6 Deposit Refund,0 General Administration,Account & Finance,A60200480903,___________ ______,ACCOUNTS AND FINANCE,,1140.00,122.00,0.00,100.00,100.00,100.00,100.00,100.00,,,
735,A6 Deposit Refund,1 Planning and Regulation,City and Town Planning/Building Regulation ,A61101880101,______ ______,TOWN PLANNING,,1.86,0.08,0.00,100.00,50.00,50.00,100.00,40.00,,,
736,A6 Deposit Refund,2 Public Works and Civic Amenities,Roads & pavements & others civic works,A62001380501,_______ _______ ______,P.W.D.,,2.74.95,124.54,8.66,50.00,50.00,50.00,50.00,50.00,,,
737,A6 Deposit Refund,2 Public Works and Civic Amenities,Roads & pavements & others civic works,A62800780502,_______ ____ (____ ________ ______) _.,MARKET DEPT.,,63.20,57.20,2.80,50.00,80.00,80.00,80.00,80.00,,,
738,A6 Deposit Refund,2 Public Works and Civic Amenities,Roads & pavements & others civic works,A62800780503,________ _____ _______ (_________),MARKET DEPT.,,0.00,4.46,0.00,50.00,20.00,20.00,20.00,20.00,,,
739,A6 Deposit Refund,2 Public Works and Civic Amenities,Roads & pavements & others civic works,A62801380504,_______ __ ______ ______ _______,P.W.D.,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
740,A6 Deposit Refund,3 Health,Water Supply,A63801980501,_______ ____,WATER WORKS,,0.00,44.85,0.00,50.00,50.00,50.00,50.00,50.00,,,
