Sr. No,Section,Function Group,Function Description,Code,Description,Pradhikrut Vibhag,2011-12 Actual Expenditure,2012-13 Actual Expenditure,2013-14 Actual Expenditure,2014-13 Actual Expenditure,2015-16 final,2015-16 municipal commissioner,2015-16 standing committee,2016-17 municipal commissioner,2016-17 standing committee,,,
308,A2 Revenue Expenditure,4 Sanitation and SWM,Cattle Pound,A24701030807,र्कोंडवाछयाची सुस्थिती व दुरुस्ती,CATTELE POUND HELTH (S),,3.78,0.00,0.49,5.00,1.00,1.00,1.00,5.00,,,
309,A2 Revenue Expenditure,4 Sanitation and SWM,Slaughter House,A24801330808,कत्तल खाना सुस्थिती व दुरुस्ती,P.W.D.,,3.98,3.82,4.61,5.00,2.00,2.00,2.00,5.00,,,
310,A2 Revenue Expenditure,4 Sanitation and SWM,City Sanitation ,A24001220301,नागपूर शहर सुंदर व स्वच्छ ठेवण्याकरीता अभिनय योजना व स्वास्थ स्वच्छते करीता प्रचार,HEALTH (S),,27.47,25.69,56.82,25.00,50.00,50.00,50.00,50.00,,,
311,A2 Revenue Expenditure,4 Sanitation and SWM,City Sanitation ,A24001220302,स्वच्छ भारत अभियानात म.न.पा. चा सहभाग/अेंशदान,HEALTH (S),,0.00,0.00,0.00,100.00,50.00,50.00,100.00,100.00,,,
312,A2 Revenue Expenditure,5 Public Education,Central Office/Administration ,A25002010001,कार्यालय (शिक्षण) आस्थापना व्यय,EDUCATION DEPT.,,0.82,0.86,0.00,25.00,10.00,10.00,10.00,10.00,,,
313,A2 Revenue Expenditure,5 Public Education,Primary Health Care,A25202010002,प्राथमिक शाळा आस्थापना व्यय,EDUCATION DEPT.,,5530.78,6120.20,6513.54,6200.00,65000.00,6000.00,6500.00,6300.00,,,
314,A2 Revenue Expenditure,5 Public Education,Secondary Education ,A25302010003,माध्यमिक शाळा आस्थापना व्यय,EDUCATION DEPT.,,1941.06,2182.79,2385.78,2500.00,2300.00,2300.00,2700.00,2600.00,,,
315,A2 Revenue Expenditure,5 Public Education,Public Library,A25600210004,वाचनालय आस्थापना व्यय,LIBRARY DEPT.,,166.91,176.49,203.07,200.00,200.00,200.00,200.00,200.00,,,
316,A2 Revenue Expenditure,5 Public Education,Central Office/Administration,A25600210005,अध्ययन कक्षाकरीता कार्यव्ययी आस्थापना व्यय,LIBRARY DEPT.,,3.74,4.43,4.60,5.00,12.00,12.00,5.00,40.00,,,
317,A2 Revenue Expenditure,5 Public Education,Central Office/Administration,A25002020201,लेखन सामुग्री शिक्षकांसाठी,EDUCATION DEPT.,,3.64,2.71,1.84,2.00,2.00,2.00,2.00,2.00,,,
318,A2 Revenue Expenditure,5 Public Education,Central Office/Administration,A25002021002,माध्यमिक शाळा इमारतीची किराया,EDUCATION DEPT.,,3.31,0.34,1.87,3.00,2.00,2.00,1.00,5.00,,,
319,A2 Revenue Expenditure,5 Public Education,Central Office/Administration,A25002020803,ाळेसाठी मासिके व हस्तपुस्ति खरेदी,EDUCATION DEPT.,,0.00,0.76,0.00,1.00,1.00,1.00,1.00,15.00,,,
320,A2 Revenue Expenditure,5 Public Education,Central Office/Administration,A25002022004,संकीर्ण खर्च,EDUCATION DEPT.,,5.96,2.10,0.84,5.00,2.00,2.00,2.00,25.00,,,
321,A2 Revenue Expenditure,5 Public Education,Central Office/Administration,A25002020705,शालेय विद्याथ्या्रंना गणवेश  (विद्यार्थ्यांकरिता गणवेश व इतर साहित्य खरेदीसाठी राखीव),EDUCATION DEPT.,,363.30,46.93,0.43,250.00,55.00,55.00,50.00,350.00,,,
322,A2 Revenue Expenditure,5 Public Education,Primary Education,A25002021306,प्राथमिक व माध्यमिक शाळेतील विद्यार्थ्यांकरीता सुरक्षा विमा योजना (अपघाती प्रिमीयम)/विद्यार्थ्यांकरीता सुरक्षा योजना भ्रमनध्वनीव्दारा जी.पी.एस./आरएफआयडी/सि.सी.टी.व्ही. कॅमेरा करीता),EDUCATION DEPT.,,21.35,12.29,0.00,225.00,15.00,15.00,15.00,225.00,,,
323,A2 Revenue Expenditure,5 Public Education,Primary Education,A25202022007,विद्यानिकेतन करीता व्यय,EDUCATION DEPT.,,2.51,0.32,1.70,5.00,1.00,1.00,1.00,5.00,,,
324,A2 Revenue Expenditure,5 Public Education,Primary Education,A25202020808,"प्राथमिक / माध्यमिक व कनिष्ठ महाविद्यालयातील विद्यार्थ्यांना पाठयपुस्तके, वहया, दप्तर व इतर साहित्य पुरविणे",EDUCATION DEPT.,,36.26,62.70,53.70,100.00,25.00,25.00,25.00,100.00,,,
325,A2 Revenue Expenditure,5 Public Education,Primary Education,A25202020609,तरटपट्टी खरेदी,EDUCATION DEPT.,,2.46,4.99,0.00,1.00,1.00,1.00,1.00,3.00,,,
326,A2 Revenue Expenditure,5 Public Education,Primary Education,A25202021010,प्राथमिक शाळा इमारतीचा किराया,EDUCATION DEPT.,,26.11,26.77,26.99,25.00,30.00,30.00,25.00,35.00,,,
327,A2 Revenue Expenditure,5 Public Education,Primary Education,A25202030801,"प्राथमिक शाळा इमारत दुरुस्ती/सुस्थीती (उर्वरीत रु. 50 लक्ष अध्यक्ष, स्थायी समितीकडे प्रावधानसाठी राखीव)",EDUCATION DEPT.,,12.30,13.12,22.89,50.00,25.00,25.00,25.00,100.00,,,
328,A2 Revenue Expenditure,5 Public Education,Primary Education,A25205130865,क्षेत्रिय कार्यालय क्रमांक 1 लक्ष्मीनगर,Zone No. 1,,0.00,0.00,1.39,5.00,2.50,2.50,2.50,5.00,,,
329,A2 Revenue Expenditure,5 Public Education,Primary Education,A25210130815,क्षेत्रिय कार्यालय क्रमांक 2 धरमपेठ,Zone No. 2,,0.00,0.00,3.94,5.00,2.50,2.50,2.50,5.00,,,
330,A2 Revenue Expenditure,5 Public Education,Primary Education,A25215130865,क्षेत्रिय कार्यालय क्रमांक 3 हनुमाननगर,Zone No. 3,,0.00,0.00,0.49,5.00,2.50,2.50,2.50,5.00,,,
331,A2 Revenue Expenditure,5 Public Education,Primary Education,A25220130815,क्षेत्रिय कार्यालय क्रमांक 4 धंतोली,Zone No. 4,,0.00,0.00,0.60,5.00,2.50,2.50,2.50,5.00,,,
332,A2 Revenue Expenditure,5 Public Education,Primary Education,A25225130865,क्षेत्रिय कार्यालय क्रमांक 5 नेहरुनगर,Zone No. 5,,0.00,0.00,3.27,5.00,2.50,2.50,2.50,5.00,,,
333,A2 Revenue Expenditure,5 Public Education,Primary Education,A25230130815,क्षेत्रिय कार्यालय क्रमांक 6 गांधीबाग,Zone No. 6,,0.00,3.29,0.98,5.00,2.50,2.50,2.50,5.00,,,
334,A2 Revenue Expenditure,5 Public Education,Primary Education,A25235130865,क्षेत्रिय कार्यालय क्रमांक 7 संतरंजीपुरा,Zone No. 7,,0.00,4.07,3.00,5.00,2.50,2.50,2.50,5.00,,,
335,A2 Revenue Expenditure,5 Public Education,Primary Education,A25240130815,क्षेत्रिय कार्यालय क्रमांक 8 लकडगंज,Zone No. 8,,0.00,0.00,3.30,5.00,2.50,2.50,2.50,5.00,,,
336,A2 Revenue Expenditure,5 Public Education,Primary Education,A25245130865,क्षेत्रिय कार्यालय क्रमांक 9 आशीनगर,Zone No. 9,,0.00,0.00,2.48,5.00,2.50,2.50,2.50,5.00,,,
337,A2 Revenue Expenditure,5 Public Education,Primary Education,A25250130815,क्षेत्रिय कार्यालय क्रमांक 10 मंगळवारी,Zone No. 10,,0.00,5.76,3.44,5.00,2.50,2.50,2.50,5.00,,,
338,A2 Revenue Expenditure,5 Public Education,Secondary Education ,A25302030802,माध्यमिक शाळा इमारत दुरुस्ती/सुस्थीती,EDUCATION DEPT.,,9.42,5.50,8.78,30.00,15.00,15.00,10.00,30.00,,,
339,A2 Revenue Expenditure,5 Public Education,Secondary Education ,A25305130866,क्षेत्रिय कार्यालय क्रमांक 1 लक्ष्मीनगर,Zone No. 1,,0.00,0.00,1.70,3.00,1.50,1.50,1.00,3.00,,,
340,A2 Revenue Expenditure,5 Public Education,Secondary Education ,A25310130816,क्षेत्रिय कार्यालय क्रमांक 2 धरमपेठ,Zone No. 2,,0.00,0.49,1.48,3.00,1.50,1.50,1.00,3.00,,,
341,A2 Revenue Expenditure,5 Public Education,Secondary Education ,A25315130866,क्षेत्रिय कार्यालय क्रमांक 3 हनुमाननगर,Zone No. 3,,0.00,2.24,0.49,3.00,1.50,1.50,1.00,3.00,,,
342,A2 Revenue Expenditure,5 Public Education,Secondary Education ,A25320130816,क्षेत्रिय कार्यालय क्रमांक 4 धंतोली,Zone No. 4,,0.00,0.00,2.35,3.00,1.50,1.50,1.00,3.00,,,
343,A2 Revenue Expenditure,5 Public Education,Secondary Education ,A25325130866,क्षेत्रिय कार्यालय क्रमांक 5 नेहरुनगर,Zone No. 5,,0.00,0.00,0.00,3.00,1.50,1.50,1.00,3.00,,,
344,A2 Revenue Expenditure,5 Public Education,Secondary Education ,A25330130816,क्षेत्रिय कार्यालय क्रमांक 6 गांधीबाग,Zone No. 6,,0.00,0.97,0.00,3.00,1.50,1.50,1.00,3.00,,,
345,A2 Revenue Expenditure,5 Public Education,Secondary Education ,A25335130866,क्षेत्रिय कार्यालय क्रमांक 7 संतरंजीपुरा,Zone No. 7,,0.00,1.80,0.00,3.00,1.50,1.50,1.00,3.00,,,
346,A2 Revenue Expenditure,5 Public Education,Secondary Education ,A25340130816,क्षेत्रिय कार्यालय क्रमांक 8 लकडगंज,Zone No. 8,,0.00,0.00,0.95,3.00,1.50,1.50,1.00,3.00,,,
347,A2 Revenue Expenditure,5 Public Education,Secondary Education ,A25345130866,क्षेत्रिय कार्यालय क्रमांक 9 आशीनगर,Zone No. 9,,0.00,0.00,1.81,3.00,1.50,1.50,1.00,3.00,,,
348,A2 Revenue Expenditure,5 Public Education,Secondary Education ,A25350130816,क्षेत्रिय कार्यालय क्रमांक 10 मंगळवारी,Zone No. 10,,0.00,0.00,0.00,3.00,1.50,1.50,1.00,3.00,,,
349,A2 Revenue Expenditure,5 Public Education,Public Library,A25600230803,वाचनालय व अध्ययन कक्ष सुस्थिती व दुरुस्ती,LIBRARY DEPT.,,9.50,5.75,7.16,20.00,10.00,10.00,10.00,20.00,,,
350,A2 Revenue Expenditure,5 Public Education,Public Library,A25605130867,क्षेत्रिय कार्यालय क्रमांक 1 लक्ष्मीनगर,Zone No. 1,,0.00,0.00,0.99,2.00,1.00,1.00,1.00,2.00,,,
351,A2 Revenue Expenditure,5 Public Education,Public Library,A25610130817,क्षेत्रिय कार्यालय क्रमांक 2 धरमपेठ,Zone No. 2,,0.00,0.00,0.50,2.00,1.00,1.00,1.00,2.00,,,
352,A2 Revenue Expenditure,5 Public Education,Public Library,A25615130867,क्षेत्रिय कार्यालय क्रमांक 3 हनुमाननगर,Zone No. 3,,0.00,0.00,0.50,2.00,1.00,1.00,1.00,2.00,,,
353,A2 Revenue Expenditure,5 Public Education,Public Library,A25620130817,क्षेत्रिय कार्यालय क्रमांक 4 धंतोली,Zone No. 4,,0.00,0.00,0.61,2.00,1.00,1.00,1.00,2.00,,,
354,A2 Revenue Expenditure,5 Public Education,Public Library,A25625130867,क्षेत्रिय कार्यालय क्रमांक 5 नेहरुनगर,Zone No. 5,,0.00,0.00,1.42,2.00,1.00,1.00,1.00,2.00,,,
355,A2 Revenue Expenditure,5 Public Education,Public Library,A25630130817,क्षेत्रिय कार्यालय क्रमांक 6 गांधीबाग,Zone No. 6,,0.00,0.00,0.83,2.00,1.00,1.00,1.00,2.00,,,
356,A2 Revenue Expenditure,5 Public Education,Public Library,A25635130867,क्षेत्रिय कार्यालय क्रमांक 7 संतरंजीपुरा,Zone No. 7,,0.00,0.00,0.94,2.00,1.00,1.00,1.00,2.00,,,
357,A2 Revenue Expenditure,5 Public Education,Public Library,A25640130817,क्षेत्रिय कार्यालय क्रमांक 8 लकडगंज,Zone No. 8,,0.00,0.00,0.48,2.00,1.00,1.00,1.00,2.00,,,
358,A2 Revenue Expenditure,5 Public Education,Public Library,A25645130867,क्षेत्रिय कार्यालय क्रमांक 9 आशीनगर,Zone No. 9,,0.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,,,
359,A2 Revenue Expenditure,5 Public Education,Public Library,A25650130817,क्षेत्रिय कार्यालय क्रमांक 10 मंगळवारी,Zone No. 10,,0.00,0.00,0.89,2.00,1.00,1.00,1.00,2.00,,,
360,A2 Revenue Expenditure,5 Public Education,Public Library,A25600232004,सर्व वाचनालयाचा प्रवर्तन व्यय,LIBRARY DEPT.,,56.66,61.66,64.72,80.00,35.00,35.00,25.00,80.00,,,
361,A2 Revenue Expenditure,5 Public Education,Primary Education,A25202040601,चौथा वर्ग परीक्षा व्यय,EDUCATION DEPT.,,3.93,1.53,3.09,5.00,3.00,3.00,2.00,2.00,,,
362,A2 Revenue Expenditure,5 Public Education,Any other type of Education Activity ,A25802041002,शिक्षण सप्तहा व शालेय स्नेहसंमेलन आयोजित करणे,EDUCATION DEPT.,,0.03,0.00,0.00,5.00,1.00,1.00,1.00,50.00,,,
363,A2 Revenue Expenditure,5 Public Education,Any other type of Education Activity ,A25802041003,"अन्य हुषार विद्यार्थ्यांना शिष्यवृत्ती म.न.पा. शाळेतील प्राथमिक 4 था वर्ग, उच्च प्राथमिक 7 वा वर्ग, माध्यमिक 10 वा वर्ग व कनिष्ठ महाविद्यालय 12 वा वर्ग यातील विद्यार्थ्यांना व विद्यार्थीनींना प्रोत्साहन देण्यास्तव रोख पारितोषिक ",EDUCATION DEPT.,,4.04,2.25,2.15,10.00,5.00,5.00,5.00,10.00,,,
364,A2 Revenue Expenditure,5 Public Education,Any other type of Education Activity ,A25802041004,15 ऑगस्ट व 26 जानेवारीला मुलांना खाऊ वाटप तसेच शालेय विद्यार्थ्यांना पोष्टीक आहार वाटप,EDUCATION DEPT.,,138.05,105.64,146.92,200.00,100.00,100.00,100.00,250.00,,,
365,A2 Revenue Expenditure,5 Public Education,Innovation Education Scheme,A25802041005,विविध शैक्षणिक कार्यøम शाळा तेथे बालवाडी उपक्रम तसेच यशवंतराव चव्हाण महाराष्ट्र मुक्त विद्यापीठ सोबत संयुक्त उपक्रम,EDUCATION DEPT.,,5.05,1.81,2.79,5.00,1.00,1.00,1.00,5.00,,,
